Year,Month,Region,Total,Tourist,Business,Others,Short_Excursion
2001,May.,Vietnam,0,0,0,0,0
2001,May.,Poland,0,0,0,0,0
2001,May.,Austria,787,327,377,83,0
2001,May.,Sweden,1599,493,986,120,0
2001,May.,China,30667,6054,6089,14681,3843
2001,May.,Stateless,182,61,45,31,45
2001,May.,Indonesia,4250,810,846,1202,1392
2001,May.,Europe Total,50030,18961,24469,6436,164
2001,May.,Europe Unclassified,3697,1498,1075,1103,21
2001,May.,Africa Total,1426,324,588,481,33
2001,May.,U.S.A.,64804,34325,24699,5780,0
2001,May.,Netherland,2125,793,1216,116,0
2001,May.,Spain,1034,450,468,116,0
2001,May.,North America Unclassified,566,237,214,113,2
2001,May.,Ireland,780,265,364,151,0
2001,May.,Norway,444,152,261,31,0
2001,May.,Canada,9901,6110,2539,1252,0
2001,May.,Australia,11766,7120,3383,1263,0
2001,May.,Oceania Unclassified,324,67,76,160,21
2001,May.,Mexico,1045,729,233,83,0
2001,May.,Hong Kong,14880,12035,2425,260,160
2001,May.,Thailand,6573,3196,1910,804,663
2001,May.,Italy,3214,1047,1712,455,0
2001,May.,Korea,87559,49301,28621,7417,2220
2001,Jun.,Oceania Total,14981,10457,3320,1160,44
2001,Jun.,Malaysia,8287,6160,1991,136,0
2001,Jun.,Finland,639,251,329,59,0
2001,Jun.,France,6341,2444,3326,571,0
2001,Jun.,Belgium,790,267,488,35,0
2001,Jun.,Swiss,1206,497,638,71,0
2001,Jun.,Denmark,794,295,455,44,0
2001,Jun.,Portugal,0,0,0,0,0
2001,Jun.,North America Total,87945,57491,25914,4526,14
2001,Jun.,Singapore,4230,2026,1851,353,0
2001,Jun.,India,3332,823,1710,666,133
2001,Jun.,Taiwan,75288,67635,5598,1132,923
2001,Jun.,New Zealand,2672,1769,676,227,0
2001,Jun.,Brazil,1080,525,252,224,79
2001,Jun.,South America Unclassified,1316,811,241,227,37
2001,Jun.,South America Total,2396,1336,493,451,116
2001,Jun.,Philippines,9941,1755,1098,6144,944
2001,Jun.,Asia Total,251432,154325,55031,27292,14784
2001,Jun.,United Kingdom,13613,6413,6088,1112,0
2001,Jun.,Germany,6263,2284,3553,426,0
2001,Jun.,Russia,2697,1157,677,712,151
2001,Jun.,Vietnam,0,0,0,0,0
2001,Jun.,Poland,0,0,0,0,0
2001,Jun.,Austria,652,267,333,52,0
2001,Jun.,Sweden,1559,684,753,122,0
2001,Jun.,China,27508,5818,6552,9973,5165
2001,Jun.,Stateless,230,66,34,22,108
2001,Jun.,Indonesia,5225,1462,827,999,1937
2001,Jun.,Europe Total,45145,18943,20985,5031,186
2001,Jun.,Europe Unclassified,3588,1640,797,1116,35
2001,Jun.,Africa Total,1348,377,500,420,51
2001,Jun.,U.S.A.,77127,50217,23398,3510,2
2001,Jun.,Netherland,1866,715,1078,73,0
2001,Jun.,Spain,1002,455,444,103,0
2001,Jun.,North America Unclassified,563,342,142,67,12
2001,Jun.,Ireland,701,338,271,92,0
2001,Jun.,Norway,551,237,276,38,0
2001,Jun.,Canada,9048,6067,2143,838,0
2001,Jun.,Australia,12101,8604,2616,881,0
2001,Jun.,Oceania Unclassified,208,84,28,52,44
2001,Jun.,Mexico,1207,865,231,111,0
2001,Jun.,Hong Kong,21112,18178,2239,281,414
2001,Jun.,Thailand,4761,1586,1826,635,714
2001,Jun.,Italy,2883,999,1479,405,0
2001,Jun.,Korea,85397,46768,28926,5487,4216
2001,Jul.,Oceania Total,18099,12094,3973,1996,36
2001,Jul.,Malaysia,4639,2319,2157,161,2
2001,Jul.,Finland,761,399,259,103,0
2001,Jul.,France,7605,3987,2901,717,0
2001,Jul.,Belgium,1030,531,443,56,0
2001,Jul.,Swiss,1632,981,585,66,0
2001,Jul.,Denmark,825,431,338,56,0
2001,Jul.,Portugal,0,0,0,0,0
2001,Jul.,North America Total,82370,52551,23112,6699,8
2001,Jul.,Singapore,4268,1706,2131,429,2
2001,Jul.,India,3929,800,2051,817,261
2001,Jul.,Taiwan,91519,83626,5731,1205,957
2001,Jul.,New Zealand,3435,2105,851,478,1
2001,Jul.,Brazil,1626,987,251,272,116
2001,Jul.,South America Unclassified,1556,1039,277,199,41
2001,Jul.,South America Total,3182,2026,528,471,157
2001,Jul.,Philippines,11930,1869,1240,8033,788
2001,Jul.,Asia Total,314980,204701,57902,34008,18369
2001,Jul.,United Kingdom,19629,11327,6134,2168,0
2001,Jul.,Germany,7749,3328,3985,436,0
2001,Jul.,Russia,4304,2035,940,1009,320
2001,Jul.,Vietnam,0,0,0,0,0
2001,Jul.,Poland,0,0,0,0,0
2001,Jul.,Austria,897,435,319,143,0
2001,Jul.,Sweden,1457,760,603,94,0
2001,Jul.,China,34900,9071,7026,13398,5405
2001,Jul.,Stateless,256,83,36,17,120
2001,Jul.,Indonesia,5691,1700,951,1069,1971
2001,Jul.,Europe Total,59360,31179,20981,6831,369
2001,Jul.,Europe Unclassified,4960,2537,952,1422,49
2001,Jul.,Africa Total,1575,498,530,502,45
2001,Jul.,U.S.A.,68114,42053,20813,5247,1
2001,Jul.,Netherland,2329,1291,912,126,0
2001,Jul.,Spain,1332,853,407,72,0
2001,Jul.,North America Unclassified,541,286,146,102,7
2001,Jul.,Ireland,1046,521,346,179,0
2001,Jul.,Norway,483,299,155,29,0
2001,Jul.,Canada,12040,8840,1940,1260,0
2001,Jul.,Australia,14288,9805,3055,1428,0
2001,Jul.,Oceania Unclassified,376,184,67,90,35
2001,Jul.,Mexico,1675,1372,213,90,0
2001,Jul.,Hong Kong,26446,23057,2289,284,816
2001,Jul.,Thailand,4734,1722,1856,673,483
2001,Jul.,Italy,3321,1464,1702,155,0
2001,Jul.,Korea,119751,76138,30151,6228,7234
2001,Aug.,Oceania Total,14042,8344,2958,2727,13
2001,Aug.,Malaysia,3550,1766,1494,290,0
2001,Aug.,Finland,740,254,277,209,0
2001,Aug.,France,6504,3484,1737,1283,0
2001,Aug.,Belgium,880,474,286,120,0
2001,Aug.,Swiss,1138,580,409,149,0
2001,Aug.,Denmark,602,206,297,99,0
2001,Aug.,Portugal,0,0,0,0,0
2001,Aug.,North America Total,69867,38625,18872,12368,2
2001,Aug.,Singapore,3647,1505,1483,650,9
2001,Aug.,India,3070,566,1402,948,154
2001,Aug.,Taiwan,72748,64059,4867,2897,925
2001,Aug.,New Zealand,2649,1312,607,730,0
2001,Aug.,Brazil,1218,613,205,311,89
2001,Aug.,South America Unclassified,1269,805,162,271,31
2001,Aug.,South America Total,2487,1418,367,582,120
2001,Aug.,Philippines,10906,1472,1033,7647,754
2001,Aug.,Asia Total,294232,186453,43048,48711,16020
2001,Aug.,United Kingdom,17180,9847,4244,3089,0
2001,Aug.,Germany,6149,2676,2529,944,0
2001,Aug.,Russia,3805,2254,547,800,204
2001,Aug.,Vietnam,0,0,0,0,0
2001,Aug.,Poland,0,0,0,0,0
2001,Aug.,Austria,632,353,200,79,0
2001,Aug.,Sweden,1215,415,528,272,0
2001,Aug.,China,38590,9165,5009,18961,5455
2001,Aug.,Stateless,190,54,28,39,69
2001,Aug.,Indonesia,3891,947,714,1135,1095
2001,Aug.,Europe Total,51191,27818,13756,9374,243
2001,Aug.,Europe Unclassified,4575,2701,612,1223,39
2001,Aug.,Africa Total,1481,469,401,572,39
2001,Aug.,U.S.A.,56580,29897,17220,9463,0
2001,Aug.,Netherland,1913,1002,684,227,0
2001,Aug.,Spain,1463,1044,217,202,0
2001,Aug.,North America Unclassified,551,246,111,192,2
2001,Aug.,Ireland,895,435,236,224,0
2001,Aug.,Norway,503,211,173,119,0
2001,Aug.,Canada,11726,7740,1433,2553,0
2001,Aug.,Australia,11142,6922,2312,1908,0
2001,Aug.,Oceania Unclassified,251,110,39,89,13
2001,Aug.,Mexico,1010,742,108,160,0
2001,Aug.,Hong Kong,23998,21514,1750,418,316
2001,Aug.,Thailand,4464,1550,1497,1079,338
2001,Aug.,Italy,2997,1882,780,335,0
2001,Aug.,Korea,122704,81668,22136,12541,6359
2001,Sep.,Oceania Total,19146,13589,3721,1817,19
2001,Sep.,Malaysia,4104,2108,1796,200,0
2001,Sep.,Finland,944,221,496,227,0
2001,Sep.,France,6458,2419,2894,1145,0
2001,Sep.,Belgium,924,371,395,158,0
2001,Sep.,Swiss,1634,921,616,97,0
2001,Sep.,Denmark,853,270,515,68,0
2001,Sep.,Portugal,0,0,0,0,0
2001,Sep.,North America Total,50747,27809,16953,5965,20
2001,Sep.,Singapore,5275,2546,1851,873,5
2001,Sep.,India,3321,661,1735,839,86
2001,Sep.,Taiwan,54332,45512,5337,2961,522
2001,Sep.,New Zealand,3480,2251,815,414,0
2001,Sep.,Brazil,1150,601,244,231,74
2001,Sep.,South America Unclassified,1337,674,244,369,50
2001,Sep.,South America Total,2487,1275,488,600,124
2001,Sep.,Philippines,10161,1358,1251,7134,418
2001,Sep.,Asia Total,231900,119962,54385,46178,11375
2001,Sep.,United Kingdom,13478,6353,5151,1974,0
2001,Sep.,Germany,7209,2907,3220,1082,0
2001,Sep.,Russia,3353,1537,731,895,190
2001,Sep.,Vietnam,0,0,0,0,0
2001,Sep.,Poland,0,0,0,0,0
2001,Sep.,Austria,783,317,312,154,0
2001,Sep.,Sweden,1417,426,822,169,0
2001,Sep.,China,38255,6196,7444,19220,5395
2001,Sep.,Stateless,124,31,30,27,36
2001,Sep.,Indonesia,4499,1026,1060,1356,1057
2001,Sep.,Europe Total,48419,20372,19247,8588,212
2001,Sep.,Europe Unclassified,3889,1480,773,1614,22
2001,Sep.,Africa Total,1755,332,593,793,37
2001,Sep.,U.S.A.,40655,21254,14992,4409,0
2001,Sep.,Netherland,1927,849,930,148,0
2001,Sep.,Spain,1247,639,331,277,0
2001,Sep.,North America Unclassified,609,312,136,141,20
2001,Sep.,Ireland,790,346,281,163,0
2001,Sep.,Norway,533,170,305,58,0
2001,Sep.,Canada,8479,5509,1676,1294,0
2001,Sep.,Australia,15426,11261,2845,1320,0
2001,Sep.,Oceania Unclassified,240,77,61,83,19
2001,Sep.,Mexico,1004,734,149,121,0
2001,Sep.,Hong Kong,16727,13775,2248,416,288
2001,Sep.,Thailand,4596,1433,1870,990,303
2001,Sep.,Italy,2980,1146,1475,359,0
2001,Sep.,Korea,83032,43291,27212,9639,2890
2001,Oct.,Oceania Total,15040,9633,3984,1413,10
2001,Oct.,Malaysia,4392,2219,2054,119,0
2001,Oct.,Finland,933,382,498,53,0
2001,Oct.,France,8054,3113,3855,1086,0
2001,Oct.,Belgium,1171,494,602,75,0
2001,Oct.,Swiss,2174,1291,777,106,0
2001,Oct.,Denmark,1085,428,581,76,0
2001,Oct.,Portugal,0,0,0,0,0
2001,Oct.,North America Total,69657,42329,22508,4819,1
2001,Oct.,Singapore,4361,1678,2168,515,0
2001,Oct.,India,3101,611,1798,576,116
2001,Oct.,Taiwan,68337,60084,6448,1538,267
2001,Oct.,New Zealand,2328,1232,838,258,0
2001,Oct.,Brazil,1274,720,263,245,46
2001,Oct.,South America Unclassified,1576,964,301,295,16
2001,Oct.,South America Total,2850,1684,564,540,62
2001,Oct.,Philippines,10775,1476,1281,7510,508
2001,Oct.,Asia Total,251893,139816,61495,43330,7252
2001,Oct.,United Kingdom,17820,8633,6850,2337,0
2001,Oct.,Germany,9720,4113,4899,708,0
2001,Oct.,Russia,3406,1452,964,868,122
2001,Oct.,Vietnam,0,0,0,0,0
2001,Oct.,Poland,0,0,0,0,0
2001,Oct.,Austria,1194,601,444,149,0
2001,Oct.,Sweden,2186,893,1179,114,0
2001,Oct.,China,37137,7357,7180,19523,3077
2001,Oct.,Stateless,123,37,25,24,37
2001,Oct.,Indonesia,5071,1956,1192,1219,704
2001,Oct.,Europe Total,61947,27035,26155,8611,146
2001,Oct.,Europe Unclassified,4772,1649,1123,1976,24
2001,Oct.,Africa Total,1671,377,645,622,27
2001,Oct.,U.S.A.,56306,32834,19820,3652,0
2001,Oct.,Netherland,2646,1119,1331,196,0
2001,Oct.,Spain,1355,656,501,198,0
2001,Oct.,North America Unclassified,533,241,186,105,1
2001,Oct.,Ireland,1022,544,315,163,0
2001,Oct.,Norway,648,255,355,38,0
2001,Oct.,Canada,11748,8525,2262,961,0
2001,Oct.,Australia,12465,8317,3077,1071,0
2001,Oct.,Oceania Unclassified,247,84,69,84,10
2001,Oct.,Mexico,1070,729,240,101,0
2001,Oct.,Hong Kong,16845,13906,2414,453,72
2001,Oct.,Thailand,7310,3768,2379,965,198
2001,Oct.,Italy,3761,1412,1881,468,0
2001,Oct.,Korea,87772,45036,31930,8757,2049
2001,Nov.,Oceania Total,12692,7575,3737,1356,24
2001,Nov.,Malaysia,6509,4488,1910,111,0
2001,Nov.,Finland,847,249,551,47,0
2001,Nov.,France,6836,2557,3605,674,0
2001,Nov.,Belgium,962,328,559,75,0
2001,Nov.,Swiss,1320,571,688,61,0
2001,Nov.,Denmark,924,243,609,72,0
2001,Nov.,Portugal,0,0,0,0,0
2001,Nov.,North America Total,57663,29751,23099,4810,3
2001,Nov.,Singapore,4263,1951,1973,334,5
2001,Nov.,India,3063,590,1661,623,189
2001,Nov.,Taiwan,55515,48170,5966,1157,222
2001,Nov.,New Zealand,2342,1146,904,292,0
2001,Nov.,Brazil,759,323,243,172,21
2001,Nov.,South America Unclassified,1710,1172,296,209,33
2001,Nov.,South America Total,2469,1495,539,381,54
2001,Nov.,Philippines,10573,1094,1152,8033,294
2001,Nov.,Asia Total,229090,128522,61553,31646,7369
2001,Nov.,United Kingdom,15444,7337,6805,1302,0
2001,Nov.,Germany,8532,2844,4921,767,0
2001,Nov.,Russia,3114,1197,1013,594,310
2001,Nov.,Vietnam,0,0,0,0,0
2001,Nov.,Poland,0,0,0,0,0
2001,Nov.,Austria,799,347,401,51,0
2001,Nov.,Sweden,1634,509,971,154,0
2001,Nov.,China,28492,5442,8305,11859,2886
2001,Nov.,Stateless,103,25,20,21,37
2001,Nov.,Indonesia,3750,1049,1052,995,654
2001,Nov.,Europe Total,51161,20036,25242,5544,339
2001,Nov.,Europe Unclassified,3497,1252,996,1220,29
2001,Nov.,Africa Total,1306,271,691,322,22
2001,Nov.,U.S.A.,47794,23616,20347,3831,0
2001,Nov.,Netherland,1981,638,1221,122,0
2001,Nov.,Spain,878,383,425,70,0
2001,Nov.,North America Unclassified,400,143,152,102,3
2001,Nov.,Ireland,964,496,346,122,0
2001,Nov.,Norway,549,170,346,33,0
2001,Nov.,Canada,8775,5567,2416,792,0
2001,Nov.,Australia,10113,6358,2742,1012,1
2001,Nov.,Oceania Unclassified,237,71,91,52,23
2001,Nov.,Mexico,694,425,184,85,0
2001,Nov.,Hong Kong,15479,12931,2237,226,85
2001,Nov.,Thailand,4514,1382,2310,620,202
2001,Nov.,Italy,2880,915,1785,180,0
2001,Nov.,Korea,91353,50069,32538,6159,2587
2001,Dec.,Oceania Total,18207,14722,2388,1086,11
2001,Dec.,Malaysia,9639,8001,1479,159,0
2001,Dec.,Finland,620,265,280,75,0
2001,Dec.,France,6221,3387,2303,531,0
2001,Dec.,Belgium,640,239,358,43,0
2001,Dec.,Swiss,1199,710,418,71,0
2001,Dec.,Denmark,606,283,289,34,0
2001,Dec.,Portugal,0,0,0,0,0
2001,Dec.,North America Total,61809,39551,17665,4589,4
2001,Dec.,Singapore,4852,3305,1283,259,5
2001,Dec.,India,3403,683,1365,842,513
2001,Dec.,Taiwan,52165,44783,5551,1118,713
2001,Dec.,New Zealand,2758,1903,593,262,0
2001,Dec.,Brazil,938,589,165,138,46
2001,Dec.,South America Unclassified,1046,749,160,118,19
2001,Dec.,South America Total,1984,1338,325,256,65
2001,Dec.,Philippines,10280,1405,663,7522,690
2001,Dec.,Asia Total,243563,154167,49178,26773,13445
2001,Dec.,United Kingdom,14139,8947,4035,1157,0
2001,Dec.,Germany,5176,2091,2690,395,0
2001,Dec.,Russia,2926,1065,610,890,361
2001,Dec.,Vietnam,0,0,0,0,0
2001,Dec.,Poland,0,0,0,0,0
2001,Dec.,Austria,604,251,253,100,0
2001,Dec.,Sweden,1393,786,514,93,0
2001,Dec.,China,24003,4737,6089,8561,4616
2001,Dec.,Stateless,130,61,23,7,39
2001,Dec.,Indonesia,7221,3892,502,760,2067
2001,Dec.,Europe Total,41971,22107,14349,5104,411
2001,Dec.,Europe Unclassified,3140,1326,457,1307,50
2001,Dec.,Africa Total,1383,389,421,529,44
2001,Dec.,U.S.A.,50481,30751,16040,3689,1
2001,Dec.,Netherland,1501,689,718,94,0
2001,Dec.,Spain,753,436,230,87,0
2001,Dec.,North America Unclassified,292,159,90,40,3
2001,Dec.,Ireland,747,437,219,91,0
2001,Dec.,Norway,419,224,178,17,0
2001,Dec.,Canada,10252,8023,1423,806,0
2001,Dec.,Australia,15313,12760,1769,784,0
2001,Dec.,Oceania Unclassified,136,59,26,40,11
2001,Dec.,Mexico,784,618,112,54,0
2001,Dec.,Hong Kong,27667,25109,2115,222,221
2001,Dec.,Thailand,4210,2274,1202,403,331
2001,Dec.,Italy,1887,971,797,119,0
2001,Dec.,Korea,95567,58443,27435,5733,3956
2002,Jan.,Oceania Total,17675,10432,3102,4124,17
2002,Jan.,Malaysia,3322,1348,1707,267,0
2002,Jan.,Finland,732,166,409,157,0
2002,Jan.,France,6696,2124,3048,1524,0
2002,Jan.,Belgium,738,149,472,117,0
2002,Jan.,Swiss,1120,456,534,130,0
2002,Jan.,Denmark,811,194,481,136,0
2002,Jan.,Portugal,0,0,0,0,0
2002,Jan.,North America Total,62536,26283,22680,13571,2
2002,Jan.,Singapore,3228,912,1608,701,7
2002,Jan.,India,3903,369,1844,1323,367
2002,Jan.,Taiwan,56705,47247,6013,2818,627
2002,Jan.,New Zealand,3101,1402,693,1006,0
2002,Jan.,Brazil,973,390,167,344,72
2002,Jan.,South America Unclassified,1089,474,187,401,27
2002,Jan.,South America Total,2062,864,354,745,99
2002,Jan.,Philippines,9391,905,1084,6912,490
2002,Jan.,Asia Total,261459,140529,52180,53394,15356
2002,Jan.,United Kingdom,16183,6035,5815,4333,0
2002,Jan.,Germany,6591,1791,3526,1274,0
2002,Jan.,Russia,2395,575,665,681,474
2002,Jan.,Vietnam,0,0,0,0,0
2002,Jan.,Poland,0,0,0,0,0
2002,Jan.,Austria,761,181,308,272,0
2002,Jan.,Sweden,1546,503,779,264,0
2002,Jan.,China,36398,3658,6505,22877,3358
2002,Jan.,Stateless,197,34,23,48,92
2002,Jan.,Indonesia,4375,547,616,1395,1817
2002,Jan.,Europe Total,47325,15078,19945,11772,530
2002,Jan.,Europe Unclassified,3266,831,776,1603,56
2002,Jan.,Africa Total,1334,176,406,715,37
2002,Jan.,U.S.A.,50731,20204,20493,10034,0
2002,Jan.,Netherland,1702,528,914,260,0
2002,Jan.,Spain,865,273,345,247,0
2002,Jan.,North America Unclassified,372,121,119,130,2
2002,Jan.,Ireland,1120,439,299,382,0
2002,Jan.,Norway,620,228,339,53,0
2002,Jan.,Canada,10758,5630,1888,3240,0
2002,Jan.,Australia,14363,9001,2373,2989,0
2002,Jan.,Oceania Unclassified,211,29,36,129,17
2002,Jan.,Mexico,675,328,180,167,0
2002,Jan.,Hong Kong,16725,13778,2208,479,260
2002,Jan.,Thailand,4085,1253,1479,1026,327
2002,Jan.,Italy,2179,605,1235,339,0
2002,Jan.,Korea,117710,69506,27272,13159,7773
2002,Feb.,Oceania Total,12347,7874,3125,1322,26
2002,Feb.,Malaysia,5435,3711,1540,184,0
2002,Feb.,Finland,591,206,337,48,0
2002,Feb.,France,6327,2633,2920,774,0
2002,Feb.,Belgium,720,176,488,56,0
2002,Feb.,Swiss,1138,546,539,53,0
2002,Feb.,Denmark,646,193,418,35,0
2002,Feb.,Portugal,0,0,0,0,0
2002,Feb.,North America Total,57797,30379,22858,4560,0
2002,Feb.,Singapore,4387,2526,1453,405,3
2002,Feb.,India,2721,358,1396,667,300
2002,Feb.,Taiwan,77554,70524,4799,1680,551
2002,Feb.,New Zealand,1896,977,595,324,0
2002,Feb.,Brazil,725,250,204,222,49
2002,Feb.,South America Unclassified,827,476,177,156,18
2002,Feb.,South America Total,1552,726,381,378,67
2002,Feb.,Philippines,8014,954,1022,5661,377
2002,Feb.,Asia Total,283065,188064,47296,35752,11953
2002,Feb.,United Kingdom,16173,9511,5635,1027,0
2002,Feb.,Germany,5786,1723,3594,469,0
2002,Feb.,Russia,2246,732,780,555,179
2002,Feb.,Vietnam,0,0,0,0,0
2002,Feb.,Poland,0,0,0,0,0
2002,Feb.,Austria,725,243,350,132,0
2002,Feb.,Sweden,1327,394,856,77,0
2002,Feb.,China,33413,7361,4740,17463,3849
2002,Feb.,Stateless,149,38,24,31,56
2002,Feb.,Indonesia,2657,502,582,818,755
2002,Feb.,Europe Total,44131,19537,19847,4533,214
2002,Feb.,Europe Unclassified,2834,1146,771,882,35
2002,Feb.,Africa Total,1040,214,467,340,19
2002,Feb.,U.S.A.,46763,22467,20574,3722,0
2002,Feb.,Netherland,1444,429,951,64,0
2002,Feb.,Spain,774,309,371,94,0
2002,Feb.,North America Unclassified,347,141,130,76,0
2002,Feb.,Ireland,763,376,317,70,0
2002,Feb.,Norway,456,153,278,25,0
2002,Feb.,Canada,9993,7337,1960,696,0
2002,Feb.,Australia,10306,6870,2488,948,0
2002,Feb.,Oceania Unclassified,145,27,42,50,26
2002,Feb.,Mexico,694,434,194,66,0
2002,Feb.,Hong Kong,40796,38214,2062,378,142
2002,Feb.,Thailand,3880,1490,1669,485,236
2002,Feb.,Italy,2181,767,1242,172,0
2002,Feb.,Korea,99506,61095,26412,6557,5442
2002,Mar.,Oceania Total,16079,10175,3700,2186,18
2002,Mar.,Malaysia,6783,4517,2083,183,0
2002,Mar.,Finland,805,298,409,98,0
2002,Mar.,France,7293,2906,3381,1006,0
2002,Mar.,Belgium,935,312,552,71,0
2002,Mar.,Swiss,1769,1042,620,107,0
2002,Mar.,Denmark,946,403,472,71,0
2002,Mar.,Portugal,0,0,0,0,0
2002,Mar.,North America Total,84664,52148,25532,6979,5
2002,Mar.,Singapore,6575,3413,2059,1100,3
2002,Mar.,India,3700,605,1761,838,496
2002,Mar.,Taiwan,60925,50951,6315,3198,461
2002,Mar.,New Zealand,2873,1461,858,554,0
2002,Mar.,Brazil,1145,487,334,256,68
2002,Mar.,South America Unclassified,1193,620,282,255,36
2002,Mar.,South America Total,2338,1107,616,511,104
2002,Mar.,Philippines,10173,1485,1035,6799,854
2002,Mar.,Asia Total,270596,147471,58419,55393,9313
2002,Mar.,United Kingdom,20811,12760,6203,1848,0
2002,Mar.,Germany,9425,4965,3871,589,0
2002,Mar.,Russia,2634,942,927,611,154
2002,Mar.,Vietnam,0,0,0,0,0
2002,Mar.,Poland,0,0,0,0,0
2002,Mar.,Austria,854,438,347,69,0
2002,Mar.,Sweden,1866,818,887,161,0
2002,Mar.,China,41046,6231,6887,25408,2520
2002,Mar.,Stateless,236,62,38,34,102
2002,Mar.,Indonesia,4018,961,891,1137,1029
2002,Mar.,Europe Total,58783,29910,22299,6394,180
2002,Mar.,Europe Unclassified,3625,1546,1007,1046,26
2002,Mar.,Africa Total,1338,265,596,449,28
2002,Mar.,U.S.A.,69363,41271,22684,5408,0
2002,Mar.,Netherland,2102,770,1135,197,0
2002,Mar.,Spain,1193,655,417,121,0
2002,Mar.,North America Unclassified,410,185,151,69,5
2002,Mar.,Ireland,1149,647,343,159,0
2002,Mar.,Norway,677,350,294,33,0
2002,Mar.,Canada,13126,9439,2343,1344,0
2002,Mar.,Australia,12990,8660,2775,1555,0
2002,Mar.,Oceania Unclassified,216,54,67,77,18
2002,Mar.,Mexico,1765,1253,354,158,0
2002,Mar.,Hong Kong,27387,24405,2410,450,122
2002,Mar.,Thailand,7212,3528,2198,1209,277
2002,Mar.,Italy,2699,1058,1434,207,0
2002,Mar.,Korea,96093,49571,30496,12834,3192
2002,Apr.,Oceania Total,16686,10706,3775,2192,13
2002,Apr.,Malaysia,7118,4870,2082,166,0
2002,Apr.,Finland,945,326,533,86,0
2002,Apr.,France,8795,4442,3618,735,0
2002,Apr.,Belgium,1018,404,537,77,0
2002,Apr.,Swiss,1578,830,644,104,0
2002,Apr.,Denmark,923,343,519,61,0
2002,Apr.,Portugal,0,0,0,0,0
2002,Apr.,North America Total,78995,46740,24732,7519,4
2002,Apr.,Singapore,7079,4372,2036,668,3
2002,Apr.,India,3804,936,1704,903,261
2002,Apr.,Taiwan,80126,70814,6561,2443,308
2002,Apr.,New Zealand,3018,1653,802,563,0
2002,Apr.,Brazil,1203,588,265,290,60
2002,Apr.,South America Unclassified,1590,1048,268,246,28
2002,Apr.,South America Total,2793,1636,533,536,88
2002,Apr.,Philippines,11775,2109,911,8071,684
2002,Apr.,Asia Total,300710,179228,60387,53144,7951
2002,Apr.,United Kingdom,18906,10640,6247,2019,0
2002,Apr.,Germany,8771,3406,4623,742,0
2002,Apr.,Russia,2822,1002,948,620,252
2002,Apr.,Vietnam,0,0,0,0,0
2002,Apr.,Poland,0,0,0,0,0
2002,Apr.,Austria,911,435,393,83,0
2002,Apr.,Sweden,1855,672,1064,119,0
2002,Apr.,China,46367,9586,8453,25883,2445
2002,Apr.,Stateless,184,87,19,20,58
2002,Apr.,Indonesia,4261,1388,780,1265,828
2002,Apr.,Europe Total,59551,28059,24242,6968,282
2002,Apr.,Europe Unclassified,3974,1734,811,1399,30
2002,Apr.,Africa Total,1458,402,616,395,45
2002,Apr.,U.S.A.,65893,37687,22211,5995,0
2002,Apr.,Netherland,2329,907,1289,133,0
2002,Apr.,Spain,1301,664,474,163,0
2002,Apr.,North America Unclassified,510,262,172,72,4
2002,Apr.,Ireland,1074,555,359,160,0
2002,Apr.,Norway,709,236,413,60,0
2002,Apr.,Canada,11472,7969,2141,1362,0
2002,Apr.,Australia,13407,8930,2924,1553,0
2002,Apr.,Oceania Unclassified,261,123,49,76,13
2002,Apr.,Mexico,1120,822,208,90,0
2002,Apr.,Hong Kong,20185,17122,2412,484,167
2002,Apr.,Thailand,11511,8648,1729,946,188
2002,Apr.,Italy,3640,1463,1770,407,0
2002,Apr.,Korea,102053,57461,31767,10120,2705
2002,May.,Oceania Total,16356,10459,4103,1769,25
2002,May.,Malaysia,6681,4446,2086,149,0
2002,May.,Finland,837,266,495,76,0
2002,May.,France,6858,2618,3245,995,0
2002,May.,Belgium,1062,378,630,54,0
2002,May.,Swiss,1273,571,615,87,0
2002,May.,Denmark,963,394,513,56,0
2002,May.,Portugal,0,0,0,0,0
2002,May.,North America Total,78590,46489,25758,6340,3
2002,May.,Singapore,5568,3164,1958,438,8
2002,May.,India,4533,1146,2108,1010,269
2002,May.,Taiwan,74509,65682,6970,1547,310
2002,May.,New Zealand,2489,1244,864,381,0
2002,May.,Brazil,1156,568,338,208,42
2002,May.,South America Unclassified,2549,1758,482,235,74
2002,May.,South America Total,3705,2326,820,443,116
2002,May.,Philippines,12046,2291,1285,7849,621
2002,May.,Asia Total,275730,167328,63341,37495,7566
2002,May.,United Kingdom,20291,11299,7119,1872,1
2002,May.,Germany,8120,3106,4433,581,0
2002,May.,Russia,3015,1117,979,741,178
2002,May.,Vietnam,0,0,0,0,0
2002,May.,Poland,0,0,0,0,0
2002,May.,Austria,846,393,366,87,0
2002,May.,Sweden,2227,1084,1034,109,0
2002,May.,China,37436,11634,8417,14462,2923
2002,May.,Stateless,162,57,33,18,54
2002,May.,Indonesia,4175,1066,835,1177,1097
2002,May.,Europe Total,61805,30193,24618,6798,196
2002,May.,Europe Unclassified,3950,1699,1064,1170,17
2002,May.,Africa Total,2189,905,698,556,30
2002,May.,U.S.A.,64992,37161,22886,4945,0
2002,May.,Netherland,1859,695,1054,110,0
2002,May.,Spain,1149,473,522,154,0
2002,May.,North America Unclassified,609,333,174,100,2
2002,May.,Ireland,5232,4606,455,171,0
