Year,Month,Region,Total,Tourist,Business,Others,Short_Excursion
1997,Jan.,Asia Total,194791,106009,43884,36402,8496
1997,Jan.,United Kingdom,12201,3819,5190,3191,1
1997,Jan.,Germany,5609,1639,2894,1076,0
1997,Jan.,Russia,1571,534,398,344,295
1997,Jan.,Vietnam,0,0,0,0,0
1997,Jan.,Poland,0,0,0,0,0
1997,Jan.,Austria,730,187,280,263,0
1997,Jan.,Sweden,1441,450,776,215,0
1997,Jan.,China,23402,1592,4466,14300,3044
1997,Jan.,Stateless,309,79,77,30,123
1997,Jan.,Indonesia,2889,508,720,1065,596
1997,Jan.,Europe Total,36343,11069,16592,8352,330
1997,Jan.,Europe Unclassified,1652,399,507,712,34
1997,Jan.,Africa Total,925,153,306,445,21
1997,Jan.,U.S.A.,46911,15874,20560,10464,13
1997,Jan.,Netherland,1383,378,818,187,0
1997,Jan.,Spain,613,226,198,189,0
1997,Jan.,North America Unclassified,320,139,82,98,1
1997,Jan.,Ireland,967,360,251,356,0
1997,Jan.,Norway,627,203,334,90,0
1997,Jan.,Canada,8465,3981,1656,2825,3
1997,Jan.,Australia,7364,2444,1487,1941,1492
1997,Jan.,Oceania Unclassified,226,59,55,102,10
1997,Jan.,Mexico,636,330,156,150,0
1997,Jan.,Hong Kong,10300,7252,2168,459,421
1997,Jan.,Thailand,3518,774,1409,895,440
1997,Jan.,Italy,2166,568,1269,329,0
1997,Jan.,Korea,99749,63078,23350,10240,3081
1997,Feb.,Oceania Total,7069,2496,2336,902,1335
1997,Feb.,Malaysia,4416,3160,1147,108,1
1997,Feb.,Finland,617,234,342,41,0
1997,Feb.,France,4160,1488,2272,400,0
1997,Feb.,Belgium,541,129,383,29,0
1997,Feb.,Swiss,1177,453,675,49,0
1997,Feb.,Denmark,641,232,359,50,0
1997,Feb.,Portugal,0,0,0,0,0
1997,Feb.,North America Total,46796,19636,23085,4068,7
1997,Feb.,Singapore,4573,2781,1278,475,39
1997,Feb.,India,1702,217,1034,335,116
1997,Feb.,Taiwan,69155,62532,4565,2058,0
1997,Feb.,New Zealand,1549,660,696,193,0
1997,Feb.,Brazil,1966,1498,193,218,57
1997,Feb.,South America Unclassified,935,581,185,162,7
1997,Feb.,South America Total,2901,2079,378,380,64
1997,Feb.,Philippines,4546,975,811,2453,307
1997,Feb.,Asia Total,215918,142306,42403,24315,6894
1997,Feb.,United Kingdom,11728,5437,5486,804,1
1997,Feb.,Germany,5657,1962,3251,444,0
1997,Feb.,Russia,1813,824,440,227,322
1997,Feb.,Vietnam,0,0,0,0,0
1997,Feb.,Poland,0,0,0,0,0
1997,Feb.,Austria,694,318,341,35,0
1997,Feb.,Sweden,1411,480,819,112,0
1997,Feb.,China,17981,1467,3690,10426,2398
1997,Feb.,Stateless,342,181,74,24,63
1997,Feb.,Indonesia,5183,1628,768,1091,1696
1997,Feb.,Europe Total,35581,14213,18032,2963,373
1997,Feb.,Europe Unclassified,1619,674,552,343,50
1997,Feb.,Africa Total,711,177,272,240,22
1997,Feb.,U.S.A.,39544,15302,21034,3205,3
1997,Feb.,Netherland,1488,527,861,100,0
1997,Feb.,Spain,934,321,488,125,0
1997,Feb.,North America Unclassified,282,140,85,54,3
1997,Feb.,Ireland,725,351,284,90,0
1997,Feb.,Norway,596,222,356,18,0
1997,Feb.,Canada,6393,3931,1758,703,1
1997,Feb.,Australia,5411,1808,1612,658,1333
1997,Feb.,Oceania Unclassified,109,28,28,51,2
1997,Feb.,Mexico,577,263,208,106,0
1997,Feb.,Hong Kong,23921,21185,1981,372,383
1997,Feb.,Thailand,4891,2296,1773,509,313
1997,Feb.,Italy,1780,561,1123,96,0
1997,Feb.,Korea,76157,45225,23908,5563,1461
1997,Mar.,Oceania Total,10682,4243,2912,1680,1847
1997,Mar.,Malaysia,4254,2331,1786,137,0
1997,Mar.,Finland,788,315,407,66,0
1997,Mar.,France,5188,1646,2806,736,0
1997,Mar.,Belgium,936,351,500,85,0
1997,Mar.,Swiss,1691,798,803,90,0
1997,Mar.,Denmark,978,457,471,50,0
1997,Mar.,Portugal,0,0,0,0,0
1997,Mar.,North America Total,66526,32580,26546,7389,11
1997,Mar.,Singapore,4860,1643,2085,1125,7
1997,Mar.,India,2308,386,1338,483,101
1997,Mar.,Taiwan,68297,59136,5824,3337,0
1997,Mar.,New Zealand,2318,1062,813,443,0
1997,Mar.,Brazil,2781,2086,350,279,66
1997,Mar.,South America Unclassified,1368,820,338,179,31
1997,Mar.,South America Total,4149,2906,688,458,97
1997,Mar.,Philippines,5955,1585,1228,2463,679
1997,Mar.,Asia Total,222846,132504,53778,31366,5198
1997,Mar.,United Kingdom,16350,8658,6326,1366,0
1997,Mar.,Germany,8696,4472,3535,689,0
1997,Mar.,Russia,2575,1120,588,450,417
1997,Mar.,Vietnam,0,0,0,0,0
1997,Mar.,Poland,0,0,0,0,0
1997,Mar.,Austria,1055,579,368,108,0
1997,Mar.,Sweden,1862,751,948,163,0
1997,Mar.,China,21737,2650,5364,11291,2432
1997,Mar.,Stateless,359,186,96,19,58
1997,Mar.,Indonesia,3067,963,1093,711,300
1997,Mar.,Europe Total,49543,22950,21139,4988,466
1997,Mar.,Europe Unclassified,2329,947,745,588,49
1997,Mar.,Africa Total,1123,269,549,273,32
1997,Mar.,U.S.A.,55654,26008,23807,5833,6
1997,Mar.,Netherland,1984,647,1210,127,0
1997,Mar.,Spain,930,407,392,131,0
1997,Mar.,North America Unclassified,386,158,138,85,5
1997,Mar.,Ireland,924,501,295,128,0
1997,Mar.,Norway,772,322,397,53,0
1997,Mar.,Canada,9311,5795,2191,1325,0
1997,Mar.,Australia,8122,3105,2025,1155,1837
1997,Mar.,Oceania Unclassified,242,76,74,82,10
1997,Mar.,Mexico,1175,619,410,146,0
1997,Mar.,Hong Kong,23606,20234,2594,426,352
1997,Mar.,Thailand,5617,2288,2309,770,250
1997,Mar.,Italy,2485,979,1348,158,0
1997,Mar.,Korea,79014,40207,28366,9540,901
1997,Apr.,Oceania Total,10299,4498,2907,1509,1385
1997,Apr.,Malaysia,6220,4375,1705,140,0
1997,Apr.,Finland,910,331,520,59,0
1997,Apr.,France,5860,2724,2510,626,0
1997,Apr.,Belgium,769,251,444,74,0
1997,Apr.,Swiss,1665,716,839,110,0
1997,Apr.,Denmark,888,356,472,60,0
1997,Apr.,Portugal,0,0,0,0,0
1997,Apr.,North America Total,65790,32096,26108,7578,8
1997,Apr.,Singapore,5263,2500,2015,729,19
1997,Apr.,India,2407,571,1283,475,78
1997,Apr.,Taiwan,75593,67127,5734,2732,0
1997,Apr.,New Zealand,2660,1472,841,347,0
1997,Apr.,Brazil,3063,2329,315,343,76
1997,Apr.,South America Unclassified,1720,1005,379,315,21
1997,Apr.,South America Total,4783,3334,694,658,97
1997,Apr.,Philippines,6803,1856,1098,3482,367
1997,Apr.,Asia Total,235662,148698,52522,29246,5196
1997,Apr.,United Kingdom,14864,7035,6206,1623,0
1997,Apr.,Germany,7569,3077,3731,761,0
1997,Apr.,Russia,2297,1079,535,502,181
1997,Apr.,Vietnam,0,0,0,0,0
1997,Apr.,Poland,0,0,0,0,0
1997,Apr.,Austria,824,359,382,83,0
1997,Apr.,Sweden,1946,645,1118,183,0
1997,Apr.,China,21289,2675,5792,10510,2312
1997,Apr.,Stateless,338,153,113,25,47
1997,Apr.,Indonesia,3769,1148,941,1134,546
1997,Apr.,Europe Total,46957,20253,21120,5362,222
1997,Apr.,Europe Unclassified,2030,819,622,548,41
1997,Apr.,Africa Total,1046,292,426,307,21
1997,Apr.,U.S.A.,56821,26881,23773,6160,7
1997,Apr.,Netherland,1937,703,1122,112,0
1997,Apr.,Spain,954,421,403,130,0
1997,Apr.,North America Unclassified,404,148,143,112,1
1997,Apr.,Ireland,962,479,344,139,0
1997,Apr.,Norway,769,255,452,62,0
1997,Apr.,Canada,7829,4610,2006,1213,0
1997,Apr.,Australia,7435,2969,2014,1080,1372
1997,Apr.,Oceania Unclassified,204,57,52,82,13
1997,Apr.,Mexico,736,457,186,93,0
1997,Apr.,Hong Kong,16588,13493,2313,452,330
1997,Apr.,Thailand,11096,7577,2119,803,597
1997,Apr.,Italy,2713,1003,1420,290,0
1997,Apr.,Korea,82028,46012,27809,7552,655
1997,May.,Oceania Total,10700,4253,3174,1066,2207
1997,May.,Malaysia,4751,2825,1812,111,3
1997,May.,Finland,781,251,469,61,0
1997,May.,France,5210,1892,2701,617,0
1997,May.,Belgium,788,303,420,65,0
1997,May.,Swiss,1600,644,877,79,0
1997,May.,Denmark,681,230,400,51,0
1997,May.,Portugal,0,0,0,0,0
1997,May.,North America Total,65679,32935,26571,6158,15
1997,May.,Singapore,5873,3342,2037,478,16
1997,May.,India,3035,780,1486,586,183
1997,May.,Taiwan,66894,59279,6033,1582,0
1997,May.,New Zealand,2555,1412,950,193,0
1997,May.,Brazil,2543,1954,310,217,62
1997,May.,South America Unclassified,1837,1195,361,253,28
1997,May.,South America Total,4380,3149,671,470,90
1997,May.,Philippines,7890,2112,1268,3257,1253
1997,May.,Asia Total,224412,138199,53986,24927,7300
1997,May.,United Kingdom,13685,5864,6433,1388,0
1997,May.,Germany,6784,2666,3621,497,0
1997,May.,Russia,2817,1444,588,541,244
1997,May.,Vietnam,0,0,0,0,0
1997,May.,Poland,0,0,0,0,0
1997,May.,Austria,881,440,368,73,0
1997,May.,Sweden,1655,501,1044,110,0
1997,May.,China,22495,2614,6614,10076,3191
1997,May.,Stateless,398,171,137,17,73
1997,May.,Indonesia,3509,1004,1094,1004,407
1997,May.,Europe Total,44007,17737,21281,4712,277
1997,May.,Europe Unclassified,2281,946,743,559,33
1997,May.,Africa Total,1385,379,525,454,27
1997,May.,U.S.A.,56680,27774,24156,4743,7
1997,May.,Netherland,1876,618,1150,108,0
1997,May.,Spain,881,373,386,122,0
1997,May.,North America Unclassified,426,176,144,100,6
1997,May.,Ireland,887,400,332,155,0
1997,May.,Norway,693,273,385,35,0
1997,May.,Canada,7523,4314,2004,1205,0
1997,May.,Australia,7959,2795,2184,782,2198
1997,May.,Oceania Unclassified,186,46,40,91,9
1997,May.,Mexico,1050,671,267,110,2
1997,May.,Hong Kong,18183,14887,2593,252,451
1997,May.,Thailand,6729,3278,2219,663,569
1997,May.,Italy,2507,892,1364,251,0
1997,May.,Korea,80260,46758,26853,5659,990
1997,Jun.,Oceania Total,11921,5193,2735,931,3062
1997,Jun.,Malaysia,7932,6059,1777,93,3
1997,Jun.,Finland,766,382,329,55,0
1997,Jun.,France,4727,1696,2576,455,0
1997,Jun.,Belgium,802,222,531,49,0
1997,Jun.,Swiss,1337,471,805,61,0
1997,Jun.,Denmark,730,308,374,47,1
1997,Jun.,Portugal,0,0,0,0,0
1997,Jun.,North America Total,61715,32099,24897,4718,1
1997,Jun.,Singapore,4291,1848,2091,341,11
1997,Jun.,India,2926,734,1478,486,228
1997,Jun.,Taiwan,71733,64609,5852,1269,3
1997,Jun.,New Zealand,2576,1678,736,162,0
1997,Jun.,Brazil,2207,1590,255,306,56
1997,Jun.,South America Unclassified,1387,907,274,193,13
1997,Jun.,South America Total,3594,2497,529,499,69
1997,Jun.,Philippines,7473,1570,1300,3956,647
1997,Jun.,Asia Total,227630,144034,53911,21099,8586
1997,Jun.,United Kingdom,12045,5151,5892,1002,0
1997,Jun.,Germany,5332,1628,3301,403,0
1997,Jun.,Russia,2693,1461,568,343,321
1997,Jun.,Vietnam,0,0,0,0,0
1997,Jun.,Poland,0,0,0,0,0
1997,Jun.,Austria,589,196,316,77,0
1997,Jun.,Sweden,1460,525,750,185,0
1997,Jun.,China,19179,2334,5605,7402,3838
1997,Jun.,Stateless,477,279,110,28,60
1997,Jun.,Indonesia,5404,2023,1169,1109,1103
1997,Jun.,Europe Total,38662,15084,19320,3878,380
1997,Jun.,Europe Unclassified,2380,890,732,712,46
1997,Jun.,Africa Total,1071,266,447,342,16
1997,Jun.,U.S.A.,54312,27637,22794,3880,1
1997,Jun.,Netherland,1645,529,1000,105,11
1997,Jun.,Spain,733,344,298,91,0
1997,Jun.,North America Unclassified,374,188,131,55,0
1997,Jun.,Ireland,784,356,286,141,1
1997,Jun.,Norway,510,192,287,31,0
1997,Jun.,Canada,6319,3796,1798,725,0
1997,Jun.,Australia,9057,3402,1928,678,3049
1997,Jun.,Oceania Unclassified,288,113,71,91,13
1997,Jun.,Mexico,710,478,174,58,0
1997,Jun.,Hong Kong,22313,19471,2226,221,395
1997,Jun.,Thailand,4217,1357,2035,464,361
1997,Jun.,Italy,2129,733,1275,121,0
1997,Jun.,Korea,77420,42544,28376,4663,1837
1997,Jul.,Oceania Total,12479,5642,2694,1503,2640
1997,Jul.,Malaysia,3416,1697,1626,93,0
1997,Jul.,Finland,530,286,191,53,0
1997,Jul.,France,5468,2995,1931,542,0
1997,Jul.,Belgium,750,408,299,43,0
1997,Jul.,Swiss,1671,884,717,70,0
1997,Jul.,Denmark,679,397,235,47,0
1997,Jul.,Portugal,0,0,0,0,0
1997,Jul.,North America Total,63462,33937,22210,7310,5
1997,Jul.,Singapore,3790,1438,2015,332,5
1997,Jul.,India,2904,637,1593,483,191
1997,Jul.,Taiwan,102683,95774,5591,1318,0
1997,Jul.,New Zealand,2851,1758,761,332,0
1997,Jul.,Brazil,3261,2621,244,348,48
1997,Jul.,South America Unclassified,1438,970,269,176,23
1997,Jul.,South America Total,4699,3591,513,524,71
1997,Jul.,Philippines,7410,1571,1222,4294,323
1997,Jul.,Asia Total,280483,198105,50592,22508,9278
1997,Jul.,United Kingdom,14890,7716,5309,1865,0
1997,Jul.,Germany,5950,2600,2843,507,0
1997,Jul.,Russia,3421,1842,567,829,183
1997,Jul.,Vietnam,0,0,0,0,0
1997,Jul.,Poland,0,0,0,0,0
1997,Jul.,Austria,888,483,245,160,0
1997,Jul.,Sweden,1176,558,527,91,0
1997,Jul.,China,20884,3943,5256,8358,3327
1997,Jul.,Stateless,396,218,89,13,76
1997,Jul.,Indonesia,5895,2380,1215,1035,1265
1997,Jul.,Europe Total,44886,22772,16516,5354,244
1997,Jul.,Europe Unclassified,2535,1261,642,571,61
1997,Jul.,Africa Total,1105,365,381,332,27
1997,Jul.,U.S.A.,53572,27505,20346,5720,1
1997,Jul.,Netherland,1723,865,731,127,0
1997,Jul.,Spain,1142,687,364,91,0
1997,Jul.,North America Unclassified,585,296,121,165,3
1997,Jul.,Ireland,858,472,247,139,0
1997,Jul.,Norway,561,298,228,35,0
1997,Jul.,Canada,8089,5222,1579,1287,1
1997,Jul.,Australia,9143,3594,1850,1067,2632
1997,Jul.,Oceania Unclassified,485,290,83,104,8
1997,Jul.,Mexico,1216,914,164,138,0
1997,Jul.,Hong Kong,26245,23150,2189,337,569
1997,Jul.,Thailand,3683,1453,1418,498,314
1997,Jul.,Italy,2644,1020,1440,184,0
1997,Jul.,Korea,98602,64169,26562,4835,3036
1997,Aug.,Oceania Total,10124,4239,2354,1952,1579
1997,Aug.,Malaysia,3238,1485,1541,211,1
1997,Aug.,Finland,578,227,248,103,0
1997,Aug.,France,5038,2637,1421,980,0
1997,Aug.,Belgium,701,362,230,109,0
1997,Aug.,Swiss,1364,509,660,195,0
1997,Aug.,Denmark,647,223,279,145,0
1997,Aug.,Portugal,0,0,0,0,0
1997,Aug.,North America Total,58691,28047,19184,11451,9
1997,Aug.,Singapore,3637,1246,1611,772,8
1997,Aug.,India,2971,733,1339,721,178
1997,Aug.,Taiwan,76067,67890,4648,3529,0
1997,Aug.,New Zealand,2229,1165,641,423,0
1997,Aug.,Brazil,2511,1805,251,391,64
1997,Aug.,South America Unclassified,1792,1103,290,381,18
1997,Aug.,South America Total,4303,2908,541,772,82
1997,Aug.,Philippines,7007,1488,1000,4107,412
1997,Aug.,Asia Total,276612,187504,42273,37366,9469
1997,Aug.,United Kingdom,14300,7713,4221,2366,0
1997,Aug.,Germany,6109,2755,2292,1062,0
1997,Aug.,Russia,3342,1884,544,690,224
1997,Aug.,Vietnam,0,0,0,0,0
1997,Aug.,Poland,0,0,0,0,0
1997,Aug.,Austria,659,358,184,117,0
1997,Aug.,Sweden,1351,360,693,298,0
1997,Aug.,China,23896,3350,4572,13044,2930
1997,Aug.,Stateless,525,369,58,40,58
1997,Aug.,Indonesia,3721,1300,837,1124,460
1997,Aug.,Europe Total,43431,22050,13327,7737,317
1997,Aug.,Europe Unclassified,2806,1552,461,700,93
1997,Aug.,Africa Total,1370,349,422,573,26
1997,Aug.,U.S.A.,48624,21931,17580,9113,0
1997,Aug.,Netherland,1584,668,688,228,0
1997,Aug.,Spain,999,747,142,110,0
1997,Aug.,North America Unclassified,482,190,108,175,9
1997,Aug.,Ireland,823,368,245,210,0
1997,Aug.,Norway,540,203,220,117,0
1997,Aug.,Canada,8760,5390,1348,2022,0
1997,Aug.,Australia,7669,2994,1669,1443,1563
1997,Aug.,Oceania Unclassified,226,80,44,86,16
1997,Aug.,Mexico,825,536,148,141,0
1997,Aug.,Hong Kong,34439,30992,1938,508,1001
1997,Aug.,Thailand,3529,1140,1146,940,303
1997,Aug.,Italy,2590,1484,799,307,0
1997,Aug.,Korea,112517,76104,21979,10521,3913
1997,Sep.,Oceania Total,13854,7537,3095,1293,1929
1997,Sep.,Malaysia,4253,2279,1830,142,2
1997,Sep.,Finland,818,274,462,82,0
1997,Sep.,France,4952,1715,2282,955,0
1997,Sep.,Belgium,747,234,421,92,0
1997,Sep.,Swiss,1575,657,815,103,0
1997,Sep.,Denmark,757,212,464,81,0
1997,Sep.,Portugal,0,0,0,0,0
1997,Sep.,North America Total,58221,24485,26295,7439,2
1997,Sep.,Singapore,4476,1650,2052,765,9
1997,Sep.,India,2887,529,1628,565,165
1997,Sep.,Taiwan,70772,61654,5709,3409,0
1997,Sep.,New Zealand,2784,1685,857,242,0
1997,Sep.,Brazil,2736,2084,306,284,62
1997,Sep.,South America Unclassified,1782,1114,367,290,11
1997,Sep.,South America Total,4518,3198,673,574,73
1997,Sep.,Philippines,7216,1410,1342,3829,635
1997,Sep.,Asia Total,222915,131018,53380,32696,5821
1997,Sep.,United Kingdom,12883,5137,6086,1659,1
1997,Sep.,Germany,6641,2710,3115,816,0
1997,Sep.,Russia,3301,1519,706,923,153
1997,Sep.,Vietnam,0,0,0,0,0
1997,Sep.,Poland,0,0,0,0,0
1997,Sep.,Austria,889,407,333,149,0
1997,Sep.,Sweden,1814,542,1103,169,0
1997,Sep.,China,24163,3055,6387,11465,3256
1997,Sep.,Stateless,264,138,65,15,46
1997,Sep.,Indonesia,4137,1225,1373,1326,213
1997,Sep.,Europe Total,44296,17098,20114,6893,191
1997,Sep.,Europe Unclassified,2778,1031,864,846,37
1997,Sep.,Africa Total,1314,300,485,499,30
1997,Sep.,U.S.A.,50053,20290,23924,5839,0
1997,Sep.,Netherland,1849,543,1066,240,0
1997,Sep.,Spain,1057,474,311,272,0
1997,Sep.,North America Unclassified,432,207,134,89,2
1997,Sep.,Ireland,857,393,304,160,0
1997,Sep.,Norway,715,254,412,49,0
1997,Sep.,Canada,6923,3479,2049,1395,0
1997,Sep.,Australia,10832,5784,2155,970,1923
1997,Sep.,Oceania Unclassified,238,68,83,81,6
1997,Sep.,Mexico,813,509,188,116,0
1997,Sep.,Hong Kong,19833,16324,2520,466,523
1997,Sep.,Thailand,3545,865,1620,859,201
1997,Sep.,Italy,2663,996,1370,297,0
1997,Sep.,Korea,76213,40507,26746,8275,685
1997,Oct.,Oceania Total,12350,5284,4273,1144,1649
1997,Oct.,Malaysia,5265,2861,2285,119,0
1997,Oct.,Finland,1111,426,589,96,0
1997,Oct.,France,6850,2678,3470,702,0
1997,Oct.,Belgium,1257,500,696,61,0
1997,Oct.,Swiss,2447,1106,1220,121,0
1997,Oct.,Denmark,1400,597,749,54,0
1997,Oct.,Portugal,0,0,0,0,0
1997,Oct.,North America Total,74736,38020,31501,5212,3
1997,Oct.,Singapore,5843,2212,3091,539,1
1997,Oct.,India,3347,641,2089,501,116
1997,Oct.,Taiwan,82247,73791,6729,1727,0
1997,Oct.,New Zealand,2449,1101,1157,191,0
1997,Oct.,Brazil,2760,2073,392,233,62
1997,Oct.,South America Unclassified,1904,1086,480,302,36
1997,Oct.,South America Total,4664,3159,872,535,98
1997,Oct.,Philippines,8441,1610,1951,4536,344
1997,Oct.,Asia Total,264559,159610,70766,28927,5256
1997,Oct.,United Kingdom,16005,6237,8001,1767,0
1997,Oct.,Germany,10975,3948,6144,883,0
1997,Oct.,Russia,3158,1487,778,658,235
1997,Oct.,Vietnam,0,0,0,0,0
1997,Oct.,Poland,0,0,0,0,0
1997,Oct.,Austria,1333,527,509,297,0
1997,Oct.,Sweden,2161,735,1308,118,0
1997,Oct.,China,25633,3990,7518,11179,2946
1997,Oct.,Stateless,297,163,87,26,21
1997,Oct.,Indonesia,5645,2291,1945,1185,224
1997,Oct.,Europe Total,60894,23641,30247,6734,272
1997,Oct.,Europe Unclassified,3568,1181,1237,1113,37
1997,Oct.,Africa Total,1735,388,762,562,23
1997,Oct.,U.S.A.,64154,31801,28243,4110,0
1997,Oct.,Netherland,2940,1148,1674,118,0
1997,Oct.,Spain,1617,820,654,143,0
1997,Oct.,North America Unclassified,539,241,195,101,2
1997,Oct.,Ireland,978,474,377,127,0
1997,Oct.,Norway,898,332,496,70,0
1997,Oct.,Canada,9130,5384,2824,922,0
1997,Oct.,Australia,9540,4080,2974,847,1639
1997,Oct.,Oceania Unclassified,361,103,142,106,10
1997,Oct.,Mexico,913,594,239,79,1
1997,Oct.,Hong Kong,21036,17289,2949,363,435
1997,Oct.,Thailand,6423,3029,2358,786,250
1997,Oct.,Italy,4196,1445,2345,406,0
1997,Oct.,Korea,93679,49969,36590,6320,800
1997,Nov.,Oceania Total,11043,4477,3651,1142,1773
1997,Nov.,Malaysia,6632,4359,2189,83,1
1997,Nov.,Finland,1160,520,591,49,0
1997,Nov.,France,5909,2108,3267,534,0
1997,Nov.,Belgium,1070,320,614,136,0
1997,Nov.,Swiss,1811,568,1146,97,0
1997,Nov.,Denmark,1080,388,643,49,0
1997,Nov.,Portugal,0,0,0,0,0
1997,Nov.,North America Total,61490,26207,29610,5663,10
1997,Nov.,Singapore,5068,2330,2404,334,0
1997,Nov.,India,3256,587,1966,503,200
1997,Nov.,Taiwan,55325,47476,6463,1386,0
1997,Nov.,New Zealand,2175,991,958,226,0
1997,Nov.,Brazil,2506,1772,451,229,54
1997,Nov.,South America Unclassified,1499,818,476,189,16
1997,Nov.,South America Total,4005,2590,927,418,70
1997,Nov.,Philippines,7367,1261,1525,4189,392
1997,Nov.,Asia Total,211480,120209,62018,23445,5808
1997,Nov.,United Kingdom,14776,5535,8174,1067,0
1997,Nov.,Germany,8380,3126,4595,659,0
1997,Nov.,Russia,3358,1277,876,724,481
1997,Nov.,Vietnam,0,0,0,0,0
1997,Nov.,Poland,0,0,0,0,0
1997,Nov.,Austria,948,468,428,52,0
1997,Nov.,Sweden,2117,566,1421,130,0
1997,Nov.,China,23484,3514,8203,8677,3090
1997,Nov.,Stateless,263,165,66,15,17
1997,Nov.,Indonesia,3665,1027,1296,960,382
1997,Nov.,Europe Total,52672,19188,27962,4965,557
1997,Nov.,Europe Unclassified,3572,1366,1200,930,76
1997,Nov.,Africa Total,1481,309,741,408,23
1997,Nov.,U.S.A.,52112,21209,26183,4717,3
1997,Nov.,Netherland,2342,691,1528,123,0
1997,Nov.,Spain,1115,456,553,106,0
1997,Nov.,North America Unclassified,592,240,209,136,7
1997,Nov.,Ireland,1038,479,453,106,0
1997,Nov.,Norway,869,266,583,20,0
1997,Nov.,Canada,8008,4323,2951,734,0
1997,Nov.,Australia,8641,3415,2614,856,1756
1997,Nov.,Oceania Unclassified,227,71,79,60,17
1997,Nov.,Mexico,778,435,267,76,0
1997,Nov.,Hong Kong,18449,15290,2719,270,170
1997,Nov.,Thailand,4020,1175,1984,684,177
1997,Nov.,Italy,3127,1054,1890,183,0
1997,Nov.,Korea,78795,41747,30561,5269,1218
1997,Dec.,Oceania Total,12434,6547,1740,1093,3054
1997,Dec.,Malaysia,8381,6998,1317,66,0
1997,Dec.,Finland,584,304,231,49,0
1997,Dec.,France,4290,1949,1843,498,0
1997,Dec.,Belgium,587,226,311,50,0
1997,Dec.,Swiss,1251,631,558,62,0
1997,Dec.,Denmark,583,274,267,42,0
1997,Dec.,Portugal,0,0,0,0,0
1997,Dec.,North America Total,51633,27483,19082,5066,2
1997,Dec.,Singapore,3483,2001,1217,262,3
1997,Dec.,India,2075,415,1019,411,230
1997,Dec.,Taiwan,44012,37648,5269,1095,0
1997,Dec.,New Zealand,1965,1336,405,224,0
1997,Dec.,Brazil,2568,2273,128,120,47
1997,Dec.,South America Unclassified,1104,817,137,132,18
1997,Dec.,South America Total,3672,3090,265,252,65
1997,Dec.,Philippines,6194,1149,615,4112,318
1997,Dec.,Asia Total,176595,113291,38697,18847,5760
1997,Dec.,United Kingdom,11719,6710,4013,996,0
1997,Dec.,Germany,4858,2320,2142,396,0
1997,Dec.,Russia,2644,986,465,739,454
1997,Dec.,Vietnam,0,0,0,0,0
1997,Dec.,Poland,0,0,0,0,0
1997,Dec.,Austria,640,250,211,179,0
1997,Dec.,Sweden,1348,609,608,131,0
1997,Dec.,China,16484,2247,5333,6175,2729
1997,Dec.,Stateless,363,268,58,8,29
1997,Dec.,Indonesia,2446,940,565,530,411
1997,Dec.,Europe Total,35295,17607,13186,4001,501
1997,Dec.,Europe Unclassified,1825,909,431,438,47
1997,Dec.,Africa Total,999,311,357,310,21
1997,Dec.,U.S.A.,43300,21517,17573,4210,0
1997,Dec.,Netherland,1342,539,713,90,0
1997,Dec.,Spain,688,350,225,113,0
1997,Dec.,North America Unclassified,283,147,102,32,2
1997,Dec.,Ireland,758,490,177,91,0
1997,Dec.,Norway,446,219,200,27,0
1997,Dec.,Canada,7421,5403,1290,728,0
1997,Dec.,Australia,10287,5130,1303,830,3024
1997,Dec.,Oceania Unclassified,182,81,32,39,30
1997,Dec.,Mexico,629,416,117,96,0
1997,Dec.,Hong Kong,30832,28342,1888,166,436
1997,Dec.,Thailand,2740,1285,805,355,295
1997,Dec.,Italy,1732,841,791,100,0
1997,Dec.,Korea,56137,30979,19205,4874,1079
1998,Jan.,Oceania Total,12422,4538,2254,2889,2741
1998,Jan.,Malaysia,4871,3637,1064,170,0
1998,Jan.,Finland,791,303,392,96,0
1998,Jan.,France,4621,1443,2091,1087,0
1998,Jan.,Belgium,608,132,368,108,0
1998,Jan.,Swiss,1334,444,715,175,0
1998,Jan.,Denmark,655,193,361,101,0
1998,Jan.,Portugal,0,0,0,0,0
1998,Jan.,North America Total,59799,22043,23960,13794,2
1998,Jan.,Singapore,2926,1419,913,589,5
1998,Jan.,India,2577,312,1361,768,136
1998,Jan.,Taiwan,69509,61963,4226,3320,0
1998,Jan.,New Zealand,2230,997,549,684,0
1998,Jan.,Brazil,1971,1426,124,366,55
1998,Jan.,South America Unclassified,1373,713,217,423,20
1998,Jan.,South America Total,3344,2139,341,789,75
